id,name,shopurl,category,wangwang,market,tel,qq,address,wechat,years,source
11341,"伊家衫",https://www.vvic.com/shop/60514,"T恤",tb263758850,"跨客城",17507541705,326393055,"跨客城 1楼 067-C",wxs326393055,0,"广东省 广州"
11342,"韩品会",https://www.vvic.com/shop/62324,"T恤","","跨客城",13360804924,1466825058,"跨客城 1楼 067-D",wuke19622,0,"广东省 广州"
11343,"韩派小屋",https://www.vvic.com/shop/62325,"其他","","跨客城",18814192413,873908605,"跨客城 1楼 067-E",zdm19950619,0,"广东省 广州"
11344,"本色color",https://www.vvic.com/shop/33879,"其他",ys881205,"跨客城",15989014825,304189028,"跨客城 1楼 068-A",san1036,9,"广东省 广州"
11345,"SeeU 西酉",https://www.vvic.com/shop/32402,"连衣裙",wyszl716,"跨客城",13477633997,674610922,"跨客城 1楼 068-B",w674610922,5,"广东省 广州"
11346,"本色~学院风~",https://www.vvic.com/shop/57281,"T恤","珊小燕","跨客城",18027309740,3033313991,"跨客城 1楼 068-C",lll222111222,0,"广东省 广州"
11347,"西施",https://www.vvic.com/shop/29223,"T恤","西施studio","跨客城",13535555176,764817745,"跨客城 1楼 069","",5,"广东省 广州"
11348,"八戒",https://www.vvic.com/shop/55520,"T恤","向日葵说太阳很美","跨客城","15018785240,13538923200",339424993,"跨客城 1楼 070",wbin1313,0,"广东省 广州"
11349,"学院派",https://www.vvic.com/shop/46495,"",abc546181991,"跨客城","18672854187,15587871658",2825515729,"跨客城 1楼 070-C",lm18672854187,0,"广东省 广州"
11350,"橙喵喵牛仔",https://www.vvic.com/shop/58711,"牛仔裤","北门陈浩东","跨客城",15702030125,1559965970,"跨客城 1楼 071-A",Q1559965970,0,"广东省 广州"
11351,M2,https://www.vvic.com/shop/58245,"套装","小fafa丶m2","跨客城","15989785003,19128666959",2101874804,"跨客城 1楼 071-B",zss15989785003,0,"广东省 广州"
11352,"依歆涵",https://www.vvic.com/shop/14777,"休闲裤/打底裤","自然缘服饰","跨客城",13662517456,"","跨客城 1楼 072","",9,"广东省 广州"
11353,"依歆涵：半身裙店",https://www.vvic.com/shop/35333,"半身裙","轻轻呢喃369","跨客城",13662517456,1582123321,"跨客城 1楼 072-B","",4,"广东省 广州"
11354,"子妍服饰实拍店",https://www.vvic.com/shop/30736,"休闲裤/打底裤","子豪服饰168","跨客城","13928899521,15817402561",1152926432,"跨客城 1楼 075-A",cailing16881688,8,"广东省 广州"
11355,"子妍外贸",https://www.vvic.com/shop/17634,"连衣裙","可可衣舍坊","跨客城","13928899521,15817402561",1152926432,"跨客城 1楼 075-B",cailing16881688,8,"广东省 广州"
11356,"weekend  周末",https://www.vvic.com/shop/58814,"牛仔裤","郑博键","跨客城",17620969617,2627369627,"跨客城 1楼 075-D",weekend17620969617,0,"广东省 广州"
11357,"维C",https://www.vvic.com/shop/54235,"T恤",t_1510383134454_0153,"跨客城","15992325015,18565381338",326558778,"跨客城 1楼 076-A",lll3477,0,"广东省 广州"
11358,"Li 小姐",https://www.vvic.com/shop/62945,"T恤","","跨客城",15113667067,3087599393,"跨客城 1楼 076-B",Qian15113667067,0,"广东省 广州"
11359,"S.T  Studio",https://www.vvic.com/shop/31062,"衬衫",1905418594lmy,"跨客城","13602871285,13609753023",2674537447,"跨客城 1楼 076-C",wxid_sp00xrgu1xls12,5,"广东省 广州"
11360,"October 拾月",https://www.vvic.com/shop/39216,"牛仔裤",tb_5142447,"跨客城",13610314147,1961278952,"跨客城 1楼 077",noononong,7,"广东省 广州"
11361,"HG服饰",https://www.vvic.com/shop/14195,"T恤","法瑞儿女孩","跨客城",15626065445,1943272841,"跨客城 1楼 078","",12,"广东省 广州"
11362,"HG港风",https://www.vvic.com/shop/31737,"牛仔裤","陈胜芳66","跨客城",15626065445,402425465,"跨客城 1楼 078-B","",10,"广东省 广州"
11363,"Oni  里",https://www.vvic.com/shop/63110,"T恤","曼菲cly","跨客城",13632021323,963099246,"跨客城 1楼 078-D",watcly,0,"广东省 广州"
11364,"Jack船长",https://www.vvic.com/shop/58502,"T恤","","跨客城","18307681887,19902894556",981811099,"跨客城 1楼 079-A",JJGG-888,0,"广东省 广州"
11365,"壹壹服饰",https://www.vvic.com/shop/63122,"衬衫",9010021126ms,"跨客城",19871501817,657020320,"跨客城 1楼 079-B",YY19871501817,0,"广东省 广州"
11366,"黛熙",https://www.vvic.com/shop/58478,"毛衣/针织衫","铭哥最ok","跨客城",17876807316,8972242,"跨客城 1楼 079-C",ming19810,0,"广东省 广州"
11367,"紫萱服饰",https://www.vvic.com/shop/60354,"短外套/马甲","紫依宝呗","跨客城",18676887359,350251388,"跨客城 1楼 079-D",V18676887359,0,"广东省 广州"
11368,"喵星MX",https://www.vvic.com/shop/39603,"衬衫","依佰亿","跨客城","15902092013,15989066876",602116159,"跨客城 1楼 080-A",A15902092013,8,"广东省 广州"
11369,"喵星~萌",https://www.vvic.com/shop/55566,"","云端海正品女装","跨客城",15902092013,602116159,"跨客城 1楼 080-A1",A15902092013,0,"广东省 广州"
11370,"好好服饰",https://www.vvic.com/shop/44877,"衬衫","好好服饰1986","跨客城",13631418798,3226395324,"跨客城 1楼 080-B",wb13631418798,3,"广东省 广州"
11371,"小明同学",https://www.vvic.com/shop/60696,"衬衫",tb366023_2013,"跨客城","13535366023,13533764320",403792572,"跨客城 1楼 080-C",z654897,0,"广东省 广州"
11372,"四季衣橱",https://www.vvic.com/shop/20074,"","我1091393225","跨客城","13632535693,13798528278",1091393225,"跨客城 1楼 080-D",al470896464,6,"广东省 广州"
11373,"瑞悦服饰",https://www.vvic.com/shop/34348,"牛仔裤","黄秋霞3333","跨客城",18026263152,3219516575,"跨客城 1楼 081-A",RY18026263152,7,"广东省 广州"
11374,"哈哈大王",https://www.vvic.com/shop/56992,"套装","aya自制轻奢新主义","跨客城",13006866188,2259048794,"跨客城 1楼 081-B",hh13006866188,0,"广东省 广州"
11375,"韩伊墨",https://www.vvic.com/shop/60486,"连衣裙","陈光伟1985","跨客城",15814817809,1953222468,"跨客城 1楼 081-C",MIZ2019,0,"广东省 广州"
11376,"酥饼欧尼",https://www.vvic.com/shop/61039,"套装","欧洲站女装972","跨客城",18925079364,420194223,"跨客城 1楼 082-A",subingouni,0,"广东省 广州"
11377,"桐桐",https://www.vvic.com/shop/31055,"连衣裙","三点水先","跨客城",15099986493,314310634,"跨客城 1楼 082-C",axi6493,7,"广东省 广州"
11378,X.LIN,https://www.vvic.com/shop/51203,"连衣裙",zuo992,"跨客城","13143756757,15814902589",2956137775,"跨客城 1楼 082-D",kk082d,0,"广东省 广州"
11379,"糖衣炮弹SugarCC",https://www.vvic.com/shop/31207,"牛仔裤",bobo992011,"跨客城","13432692693,15819951559",1748738568,"跨客城 1楼 083-A",SugarCC123,6,"广东省 广州"
11380,"麦娘子",https://www.vvic.com/shop/46414,"T恤","abcdejl玲","跨客城",13539949945,875744174,"跨客城 1楼 083-B",maipeixu520,0,"广东省 广州"
11381,"D.D 哆哆",https://www.vvic.com/shop/62093,"连衣裙",cc520zxl,"跨客城",15811871876,597383766,"跨客城 1楼 083-C",Z3354208021,6,"广东省 广州"
11382,"贝形服饰",https://www.vvic.com/shop/46448,"牛仔裤","咚咚地小屋","跨客城",13826494145,614678207,"跨客城 1楼 084-A",z13826494145,0,"广东省 广州"
11383,"B.X  贝形",https://www.vvic.com/shop/48429,"牛仔裤","y懂珍惜","跨客城","13751262321,18727552057",437401076,"跨客城 1楼 084-B",ailer1993105,10,"广东省 广州"
11384,"大梦家",https://www.vvic.com/shop/61467,"牛仔裤","h梦梦家","跨客城",15871274449,2499596909,"跨客城 1楼 084-C",shenmeizi1993,0,"广东省 广州"
11385,"米琪MiKi",https://www.vvic.com/shop/44454,"牛仔裤",chenjingchu1,"跨客城",15112126241,2685351168,"跨客城 1楼 085-A",Alan_ceng,10,"广东省 广州"
11386,"摩卡MOKA",https://www.vvic.com/shop/39792,"衬衫",tb_9091736,"跨客城",18588725500,620728208,"跨客城 1楼 085-B",K620728208,5,"广东省 广州"
11387,"enjoy 意中衣",https://www.vvic.com/shop/40568,"衬衫",liangyingying600,"跨客城",19925688660,2225790395,"跨客城 1楼 086-A",hqz110915,12,"广东省 广州"
11388,"满江月服饰",https://www.vvic.com/shop/15208,"衬衫","王连欢","跨客城",18520657186,407772306,"跨客城 1楼 086-B",wh407772306,10,"广东省 广州"
11389,"Caroline 卡洛琳",https://www.vvic.com/shop/48457,"连衣裙",tb56509927,"跨客城",15986971885,982413159,"跨客城 1楼 087-A",lijibo-,0,"广东省 广州"
11390,"王炸",https://www.vvic.com/shop/57341,"T恤","限量温情m","跨客城",13690048965,2382893862,"跨客城 1楼 087-B",t940124,0,"广东省 广州"
11391,"朵拉蜜",https://www.vvic.com/shop/17204,"T恤","爱蜜儿0518","跨客城","15918577671,13501220999",21507509,"跨客城 1楼 088-A",longbeixiajiaren,7,"广东省 广州"
11392,"CZ锤子服饰",https://www.vvic.com/shop/63434,"",gerrypan520,"跨客城",13715400981,741233679,"跨客城 1楼 088-B",invincibl2,0,"广东省 广州"
11393,"章鱼家",https://www.vvic.com/shop/46853,"T恤","李大卉1018","跨客城",17302073737,3203949707,"跨客城 1楼 088-C",zy17302073737,0,"广东省 广州"
11394,K445,https://www.vvic.com/shop/59245,"牛仔裤","","跨客城","18529243362,13533743362,13623035013",234442387,"跨客城 1楼 088-D",Jayme___,0,"广东省 广州"
11395,"CCQQ AND ROK 网红店",https://www.vvic.com/shop/58176,"","","跨客城",18071729898,2086514370,"跨客城 1楼 088-E",cc252363283,0,"广东省 广州"
11396,"APIG韩国定制",https://www.vvic.com/shop/60484,"","铃儿响叮当5200o","跨客城","13265065673,13380040518",963642296,"跨客城 1楼 088A-D",lyr963642296,0,"广东省 广州"
11397,"爱逛街服饰",https://www.vvic.com/shop/19848,"","倾心可人520","跨客城","13501220999,13380040518,15918577671",21507509,"跨客城 1楼 088A-E",longbeixiajiaren,7,"广东省 广州"
11398,Oye,https://www.vvic.com/shop/55015,"T恤","","跨客城",13433778681,877888681,"跨客城 1楼 089-C",LZdechaoyige666666,0,"广东省 广州"
11399,"大东实拍服饰",https://www.vvic.com/shop/20691,"毛衣/针织衫","淡定洲洲","跨客城",13697424882,919875935,"跨客城 1楼 090","",6,"广东省 广州"
11400,"Simple Chic",https://www.vvic.com/shop/45180,"连衣裙","彭健滢","跨客城",15918710679,3359507268,"跨客城 1楼 090-B",simplechic9,7,"广东省 广州"
11401,"田田小姐",https://www.vvic.com/shop/51385,"毛衣/针织衫","请叫我花姐哦","跨客城",13570305366,771303777,"跨客城 1楼 090-C",dadong-168,0,"广东省 广州"
11402,"黑芝士Black cheese",https://www.vvic.com/shop/48061,"","rui良","跨客城",15817805360,805905499,"跨客城 1楼 090-D",simplechic9,8,"广东省 广州"
11403,Oni,https://www.vvic.com/shop/32302,"T恤","大妞style","跨客城","13112528418,18820133339,18520222100",594689293,"跨客城 1楼 091-A",omg18520222100,5,"广东省 广州"
11404,"SIXONE 六一",https://www.vvic.com/shop/54505,"套装","dala哆拉","跨客城",13422001396,3517617292,"跨客城 1楼 091-B",sixone66-,0,"广东省 广州"
11405,"DUOMI 多米",https://www.vvic.com/shop/44972,"T恤","ky美衣店","跨客城",15820310385,191908993,"跨客城 1楼 092-A",h15820310385,0,"广东省 广州"
11406,"Bbiu哔哔家",https://www.vvic.com/shop/51544,"T恤","林_小伟","跨客城",13148984820,809780419,"跨客城 1楼 092-B",tian809780419,0,"广东省 广州"
11407,"浩东牛仔",https://www.vvic.com/shop/13334,"牛仔裤","浩东牛仔","跨客城","13928838596,15813397376",455198665,"跨客城 1楼 093-A",zhouya523,10,"广东省 广州"
11408,Black,https://www.vvic.com/shop/56716,"T恤","邱邱邱一名","跨客城",13417131710,529550005,"跨客城 1楼 093-B",hyzpxz,0,"广东省 广州"
11409,"July牛仔",https://www.vvic.com/shop/57139,"牛仔裤","欧阳馨儿23","跨客城","15671166830,13928838596",1582359694,"跨客城 1楼 093-C",hl978600,0,"广东省 广州"
11410,"爆爆糖",https://www.vvic.com/shop/44963,"T恤","小小安柯","跨客城",18371581276,1157770145,"跨客城 1楼 093-D",huangnian360,4,"广东省 广州"
11411,"三笙牛仔",https://www.vvic.com/shop/59320,"牛仔裤",hi_girl91,"跨客城",17520697702,1971348548,"跨客城 1楼 093-E",jia1048186844,0,"广东省 广州"
11412,"小黄同学",https://www.vvic.com/shop/61439,"衬衫","依梦时尚精品女装","跨客城",13539478651,1402278660,"跨客城 1楼 093-F",HK1402278660,0,"广东省 广州"
11413,"多鱼的喵",https://www.vvic.com/shop/15251,"牛仔裤",hi_girl91,"跨客城",13016000127,1599050263,"跨客城 1楼 093-G",duoyudemiao,10,"广东省 广州"
11414,"大宝家",https://www.vvic.com/shop/63127,"抹胸背心","散户购买者","跨客城","18578737883,13750404343",747297528,"跨客城 1楼 093-H",q584100q,0,"广东省 广州"
11415,"蜜桃派对实拍",https://www.vvic.com/shop/17793,"连衣裙","夏蔓芝","跨客城","13268207733,13802951485",2592056655,"跨客城 1楼 094",mitao-party,9,"广东省 广州"
11416,"蜜桃派对2号店",https://www.vvic.com/shop/28772,"连衣裙","望芋头","跨客城","13268207733,13802951485",2592056655,"跨客城 1楼 094-A",mitao-party,11,"广东省 广州"
11417,"美宋 Meisong",https://www.vvic.com/shop/48149,"连衣裙","望小鱼","跨客城",13725265066,2592056655,"跨客城 1楼 094-A1",mitao-party,11,"广东省 广州"
11418,"Onì 欧尼 - 工厂已开",https://www.vvic.com/shop/32593,"连衣裙","黄reggie","跨客城",15099809978,1358046836,"跨客城 1楼 095",HRH19950212,5,"广东省 广州"
11419,"三辉牛仔",https://www.vvic.com/shop/45425,"牛仔裤",t_1480226842368_0585,"跨客城",13790660092,1105608223,"跨客城 1楼 096-A",fury1105608223,0,"广东省 广州"
11420,"韩牛仔",https://www.vvic.com/shop/30578,"牛仔裤","肥肥不吃肥肉","跨客城",13790660092,1105608223,"跨客城 1楼 096-B",fury1105608223,5,"广东省 广州"
11421,LUCKY.U,https://www.vvic.com/shop/30186,"衬衫","popo韩尚","跨客城","17328315221,18520177583",215180089,"跨客城 1楼 096-C",Wj18520607002,8,"广东省 广州"
11422,"better luck",https://www.vvic.com/shop/60279,"","","跨客城",18520177583,215180089,"跨客城 1楼 096-C1",wj18520607002,0,"广东省 广州"
11423,"韩朵嘉（K欧服饰）",https://www.vvic.com/shop/29344,"T恤","紫色迹忆","跨客城","18205967550,13926107688,15659988095",3207127290,"跨客城 1楼 097",Aa15659988095,9,"广东省 广州"
11424,"西朵服饰",https://www.vvic.com/shop/55620,"休闲裤/打底裤","西朗图服饰","跨客城",18138770866,168363225,"跨客城 1楼 097-A",x18138770866,0,"广东省 广州"
11425,"凌凌柒",https://www.vvic.com/shop/51883,"T恤",15818851677qq,"跨客城",13168380075,554824497,"跨客城 1楼 098-A",LINSONGANG,0,"广东省 广州"
11426,"COCODU可可多",https://www.vvic.com/shop/51884,"T恤","alli女神品牌店","跨客城","13143677901,13138489894",1140312194,"跨客城 1楼 098-B",Dashijie97,0,"广东省 广州"
11427,"久久家",https://www.vvic.com/shop/39821,"T恤",qq1041799008,"跨客城",13710477233," 1340474327","跨客城 1楼 099",MaiWenShan,3,"广东省 广州"
11428,"哈妮-工厂已复工",https://www.vvic.com/shop/46744,"T恤","猪肉不吃猪肉","跨客城",13580463441,275673822,"跨客城 1楼 099-A",jojo910219,0,"广东省 广州"
11429,OMG,https://www.vvic.com/shop/56245,"毛衣/针织衫","钱多麦","跨客城",18319886958,276495412,"跨客城 1楼 099-B",OMG_188,0,"广东省 广州"
11430,"Jane 简.小姐",https://www.vvic.com/shop/61706,"T恤","","跨客城",13825165610,2721534130,"跨客城 1楼 099-C",linyt7,0,"广东省 广州"
11431,"一米",https://www.vvic.com/shop/54272,"","港女1号店","跨客城","19927657719,13926127719",2168946506,"跨客城 1楼 100-A",KKC100A,0,"广东省 广州"
11432,"可乐工作室KyloStudio",https://www.vvic.com/shop/59565,"",tb847516670,"跨客城",17666069904,631779008,"跨客城 1楼 100-B",Kylo_Studio,0,"广东省 广州"
11433,"木棉三月",https://www.vvic.com/shop/53016,"T恤","相机印象","跨客城",15899955559,809545676,"跨客城 1楼 100-C",dengshian1226,0,"广东省 广州"
11434,"喜可可 Xikk",https://www.vvic.com/shop/47372,"牛仔裤","喜可可xikk","跨客城",15917135345,396130801,"跨客城 1楼 101-A",zengdanmei396130801,0,"广东省 广州"
11435,"ZR服饰",https://www.vvic.com/shop/32043,"套装",ooojial,"跨客城","15099973189,18565230380",737172905,"跨客城 1楼 101-B",ARwhdz,7,"广东省 广州"
11436,"可可家",https://www.vvic.com/shop/60222,"","安梦熙er","跨客城",16620375138,312050253,"跨客城 1楼 101-C",czf13927971905,0,"广东省 广州"
11437,"Here 这里",https://www.vvic.com/shop/59127,"毛衣/针织衫",ljl91788,"跨客城",13553791788,863112406,"跨客城 1楼 102-A",ljl91788,0,"广东省 广州"
11438,GOGO,https://www.vvic.com/shop/59181,"毛衣/针织衫",tb299609584,"跨客城",13128403331,798549849,"跨客城 1楼 102-B",q798549849,0,"广东省 广州"
11439,GG2,https://www.vvic.com/shop/63061,"","灵朵妹妹","跨客城",18028851626,2377267817,"跨客城 1楼 102-C",GG2-666666,0,"广东省 广州"
11440,"開年 Luck",https://www.vvic.com/shop/60862,"","","跨客城",18202038582,409783773,"跨客城 1楼 103-A",W99071W,0,"广东省 广州"
11441,Fancy,https://www.vvic.com/shop/31934,"套装",tb2038755_2013,"跨客城",13711192441,1418932550,"跨客城 1楼 103-B",Fancywu1214,6,"广东省 广州"
11442,"Small seven小七家",https://www.vvic.com/shop/52995,"套装","黄思颍777","跨客城",13246469244,1741164040,"跨客城 1楼 103-C",BB20111101-,0,"广东省 广州"
11443,"玖玖家",https://www.vvic.com/shop/61518,"T恤","赖锐圣","跨客城","13538988711,18520534593",841526423,"跨客城 1楼 103-C2",SsL90125,0,"广东省 广州"
11444,"小谷菓 XIAOGUGUI",https://www.vvic.com/shop/60457,"T恤",tb64955131,"跨客城",13929509238,1057167146,"跨客城 1楼 103-D",zly--ywj,0,"广东省 广州"
11445,"kaqi@卡祺",https://www.vvic.com/shop/63583,"","","跨客城",13729835888,1057167146,"跨客城 1楼 103-D1",wxid-29igpeqqqquvs22,0,"广东省 广州"
11446,"大金 DaKim",https://www.vvic.com/shop/51629,"毛衣/针织衫","lionel猪仔","跨客城",13827381155,404649700,"跨客城 1楼 103-E",zhu_1155,0,"广东省 广州"
11447,"爆爆",https://www.vvic.com/shop/58539,"T恤",tb735846817,"跨客城",15919586395,735846817,"跨客城 1楼 104-A",linxiaoli9997,0,"广东省 广州"
11448,"棉花糖",https://www.vvic.com/shop/57827,"T恤","小林子9511","跨客城","13560234856,15919586395",250011568,"跨客城 1楼 104-B",lxq250011568,0,"广东省 广州"
11449,"大林和小林",https://www.vvic.com/shop/40410,"衬衫","林培鹏asan","跨客城","13725349100,15919553454",116563505,"跨客城 1楼 104-C",arsan888,8,"广东省 广州"
11450,CC.STUDIO,https://www.vvic.com/shop/39155,"其他",jet0421,"跨客城","13760842457,13535241314",629975977,"跨客城 1楼 105-A",Yibeihan99,7,"广东省 广州"
11451,ivy,https://www.vvic.com/shop/54791,"套装","钟梦青12","跨客城","13427502327,15180214310",1422093453,"跨客城 1楼 106-A",ivybom,0,"广东省 广州"
11452,"小旺旺",https://www.vvic.com/shop/63576,"","","跨客城",13553731179,985750150,"跨客城 1楼 106-B",tangcuaiyinyue,0,"广东省 广州"
11453,"旺谷谷-工厂已开工",https://www.vvic.com/shop/55278,"毛衣/针织衫","麦羽哥哥","跨客城","15975585090,15915912015",775806405,"跨客城 1楼 106-C",Myy9701,0,"广东省 广州"
11454,color,https://www.vvic.com/shop/59092,"T恤","混乱的心跳22","跨客城",13016676765,935015427,"跨客城 1楼 106-D",wudaqian999,0,"广东省 广州"
11455,"TOO-TOO 凸凸",https://www.vvic.com/shop/20440,"连衣裙",heshe0,"跨客城","18529291217,18028624375",466939705,"跨客城 1楼 107-A",mitatootoo,6,"广东省 广州"
11456,"SUNNY DODO工厂已开工",https://www.vvic.com/shop/30077,"连衣裙","玉见是幸福","跨客城",15270852080,1300929180,"跨客城 1楼 107-B",dd1300929180,6,"广东省 广州"
11457,"TOOTOO实拍",https://www.vvic.com/shop/41580,"连衣裙","添华线业","跨客城",18126779530,121114553,"跨客城 1楼 107-D",ZhengZhouXX,6,"广东省 广州"
11458,"高矮配韩流服饰",https://www.vvic.com/shop/60992,"连衣裙",z867639029,"跨客城","18529481186,13822561882",867639029,"跨客城 1楼 108-A",GAP-FS,0,"广东省 广州"
11459,"D·M 大麦",https://www.vvic.com/shop/59255,"连衣裙","","跨客城","19128628726,18122340418",9090695514,"跨客城 1楼 108-B",DAMAIJIA168168,0,"广东省 广州"
11460,"高矮配服饰2号店",https://www.vvic.com/shop/63283,"连衣裙",jin13414957778,"跨客城",18511862948,867639029,"跨客城 1楼 108-C",GAP-FS,0,"广东省 广州"
11461,"大麦实拍店",https://www.vvic.com/shop/62331,"连衣裙","别许我一世荒凉","跨客城",13590062700,90906953,"跨客城 1楼 108-D",qiang909069551,0,"广东省 广州"
11462,"橘子家chic",https://www.vvic.com/shop/56147,"鞋","贝诗达90","跨客城","18664692664,15915999335",3256257954,"跨客城 1楼 109-A",JZJ8699,0,"广东省 广州"
11463,Bliss,https://www.vvic.com/shop/48062,"鞋","开心淘淘果","跨客城",15915999335,3256257954,"跨客城 1楼 109-A1",Bliss146,0,"广东省 广州"
11464,JK,https://www.vvic.com/shop/58004,"套装",t_1495129177370_0821,"跨客城","17681858907,13631365798",472814940,"跨客城 1楼 109-B",a39ne12,0,"广东省 广州"
11465,LuckyCc,https://www.vvic.com/shop/30726,"T恤",xueli371x,"跨客城","18998499807,18672556251",1121193023,"跨客城 1楼 110-B",Luckynice_JM,4,"广东省 广州"
11466,"chili小辣椒",https://www.vvic.com/shop/27028,"","巧倩汐服装qqx","跨客城",18998499807,1121193023,"跨客城 1楼 110-B1",Luckynice_JM,5,"广东省 广州"
11467,"华逸网络服饰",https://www.vvic.com/shop/13583,"半身裙",wangjie_niuniu,"跨客城",18819818563,2568260758,"跨客城 1楼 110-C","",9,"广东省 广州"
11468,"YUANWEI原味",https://www.vvic.com/shop/31942,"","金普通不普通","跨客城",18613116065,2568260758,"跨客城 1楼 110-D",ab2568260758,5,"广东省 广州"
11469,"ZX臻熙服饰",https://www.vvic.com/shop/24029,"连衣裙","维莎时尚坊","跨客城","13632252183,13310889599",3060517905,"跨客城 1楼 111-A",zxfs111,10,"广东省 广州"
11470,"九儿",https://www.vvic.com/shop/56033,"T恤",qiudaier,"跨客城",13670758955,1131772186,"跨客城 1楼 111-B",qiudaier,0,"广东省 广州"
11471,"十二  TWEIVE",https://www.vvic.com/shop/58126,"T恤","","跨客城",13431063139,381887888,"跨客城 1楼 111-C",shier13431063139,0,"广东省 广州"
11472,"Wooly无哩牛仔",https://www.vvic.com/shop/55514,"牛仔裤","尚雅女装777","跨客城","18675951415,15521229135",836363777,"跨客城 1楼 112",GMGZ88888,0,"广东省 广州"
11473,"TC十猫家 Tencats",https://www.vvic.com/shop/60966,"T恤",tb701077684,"跨客城","13531521510,15816173077",994933340,"跨客城 1楼 113",Tencats_2020,0,"广东省 广州"
11474,"校花",https://www.vvic.com/shop/32912,"T恤","林瑶娜66","跨客城",13682893001,271411257,"跨客城 1楼 114",linyaona,8,"广东省 广州"
11475,Mango,https://www.vvic.com/shop/48014,"衬衫","斑点漫步","跨客城",18071959985,2473730512,"跨客城 1楼 115-A",MGmangoooooo,0,"广东省 广州"
11476,"发财服饰",https://www.vvic.com/shop/45683,"套装",qq112233445,"跨客城","13826493618,18613126125",528888596,"跨客城 1楼 115-B",Fc125b,0,"广东省 广州"
11477,"万万",https://www.vvic.com/shop/54114,"",tb0936755_2012,"跨客城",13790856098,3250493171,"跨客城 1楼 116",hxm13790856098,0,"广东省 广州"
11478,"E-cool衣酷",https://www.vvic.com/shop/54130,"牛仔裤","arn艾瑞尼","跨客城",19927618510,2432474920,"跨客城 1楼 117","e 19927618510",0,"广东省 广州"
11479,"WOLANGAI泽泽家",https://www.vvic.com/shop/61279,"T恤",lin1016t,"跨客城","15916488855,13609078149",3455326004,"跨客城 1楼 118-A",Miss_LPT,0,"广东省 广州"
11480,"GDUTRY 韩风",https://www.vvic.com/shop/61276,"T恤","zdm丹铭","跨客城",13660592800,1556117068,"跨客城 1楼 118-B",GDUTRY20,0,"广东省 广州"
11481,AJJ,https://www.vvic.com/shop/29710,"","爱吉吉爱炎兄爱多啦","跨客城","13229666135,13267755122",1421964705,"跨客城 1楼 119-A",h1421964705,7,"广东省 广州"
11482,"大林家",https://www.vvic.com/shop/22362,"抹胸背心","瘦了的肥","跨客城",13112568642,1561948925,"跨客城 1楼 119-B","",7,"广东省 广州"
11483,"小阿苏",https://www.vvic.com/shop/40862,"T恤",congcongabc3,"跨客城","18302079134,18819121013",1817490167,"跨客城 1楼 120-A",xiacong666,7,"广东省 广州"
11484,"橙子汽水",https://www.vvic.com/shop/61177,"T恤","猥琐打嗝术","跨客城","13288668986,13246472905",626242868,"跨客城 1楼 120-B",CZQS2020,0,"广东省 广州"
11485,"喵小姐 定制",https://www.vvic.com/shop/35950,"连衣裙","只是难忘","跨客城","18613145263,18688870936",1733825495,"跨客城 1楼 121-A",shawnyujie0208,10,"广东省 广州"
11486,"1987 Studio",https://www.vvic.com/shop/21942,"T恤","学者丶","跨客城","18665601987,18613051213",356590460,"跨客城 1楼 121-B",mcchk_xz,10,"广东省 广州"
11487,"布布赢",https://www.vvic.com/shop/27703,"半身裙","金jbw123456","跨客城",15918829587,1055409253,"跨客城 1楼 122-A",bubuyibg,6,"广东省 广州"
11488,"Duowei朵唯韩版女装",https://www.vvic.com/shop/54186,"连衣裙","腊月佳年","跨客城","18023099338,13902539929",2230918086,"跨客城 1楼 122-B",lxjdm0223,0,"广东省 广州"
11489,"朵衣衣",https://www.vvic.com/shop/54689,"连衣裙",t_1486180732805_0184,"跨客城",19902271125,260764974,"跨客城 1楼 122-C",guanjun5268,0,"广东省 广州"
11490,"KK网购",https://www.vvic.com/shop/62306,"T恤","居依颐然沉默","跨客城",19898679636,3624254514,"跨客城 1楼 123",KK19898679636,0,"广东省 广州"
11491,"大码女装KK网购",https://www.vvic.com/shop/63267,"T恤",tb131628995,"跨客城",19898679636,3624254514,"跨客城 1楼 123-A",KK19898679636,0,"广东省 广州"
11492,"YOYO studio",https://www.vvic.com/shop/30975,"T恤",weberlutm,"跨客城",13711052949,3270046429,"跨客城 1楼 124","",10,"广东省 广州"
11493,"龙龙的M24",https://www.vvic.com/shop/45291,"T恤",tb6868408,"跨客城",13246499449,245054106,"跨客城 1楼 124-B",HTF88888888888,4,"广东省 广州"
11494,"LX领秀",https://www.vvic.com/shop/62917,"T恤","小柒的店8886","跨客城","13129322755,13827350511",454343503,"跨客城 1楼 124-C",fang55359,0,"广东省 广州"
11495,"木·堇（原好印象）",https://www.vvic.com/shop/13413,"牛仔裤","好印象网络服饰888","跨客城",15986376168,1553051090,"跨客城 1楼 125-A","",10,"广东省 广州"
11496,"（HENG YE）恒叶服饰",https://www.vvic.com/shop/33583,"连衣裙","韩都精品服装店","跨客城",13435609402,2938497339,"跨客城 1楼 125-B",HENGYE652595,5,"广东省 广州"
11497,"少女糖果",https://www.vvic.com/shop/54126,"连衣裙","heiniu韩国","跨客城",13435609402,2938497339,"跨客城 1楼 125-B1",HENGYE652595,0,"广东省 广州"
11498,"小西北女装定制",https://www.vvic.com/shop/62795,"","奔跑的哎哟","跨客城",18617312603,342554607,"跨客城 1楼 125-C",fd18617312603,0,"广东省 广州"
